Address,Status,Bought Amount (ALPH),Remaining (ALPH)
13BhzH45dJUw4e44Drb3X3HxzdqhxNaauTDPjGaeWY4pv,Fully Allocated,158.2940,0.0000
16ax3djn9JQ9EFg1FyEvf39i2oxs8UHQcjgDB12KbmNJZ,Fully Allocated,158.2940,0.0000
17NCk92Gg4th1YtAgC5iEAidJrDf9fqr1aaq6KppdH6FZ,Fully Allocated,158.2940,0.0000
12Le1HD6MxY74mDLVBzhSWYSrz7TyJByt8DauGoDxZBcP,Fully Allocated,158.2940,0.0000
1Eb4U9f4rhrUGQY8dVSrysAhhwBnLBY7B4J8D4u5VtAub,Fully Allocated,158.2940,0.0000
159sakgja8zAMohGvgsRZXNZ1SKieHB73VuFe2imtfAef,Fully Allocated,158.2940,0.0000
1DYDmX4scpoTzXNKh3nBr81MuBknzZ9H5SaxekvEnxf4E,Fully Allocated,158.2940,0.0000
1CAhUk4icAaEC6Xeq5Ra3L4kbSNyHYKWyc2wpDPNnjh7z,No Purchase,0.0000,158.2941
19KzzRrWpSPJw89ujfYBBaQzkWdL6qcVSUbEs8CFvceqe,Fully Allocated,158.2940,0.0000
12xqHs3V9y3iuvrGJAd3bjmwma6tn8jsWMSBTL9UiAAtc,Fully Allocated,158.2940,0.0000
1FP5vnsYVd4zmDnp7SXS1yhPV9FJ2fEM8KFXjkbMBf5f6,Fully Allocated,158.2940,0.0000
1HfKusJwNfsjeHNh6fFivAWZT1x6C8Nr7HHw1mSRrrvns,No Purchase,0.0000,158.2941
12GacPqwMch9HZsoKmCLk39XcVNW3d6VXREkHws6aZqHv,Fully Allocated,158.2940,0.0000
14AhW3ZPtVskvxeh9qbxZwm3a5ooeEB4KUmpXNnLCJdAa,Fully Allocated,158.2940,0.0000
18VM5x7iqAsC9XJm3TQHxuQqBy1LNgYZD39GZwYZgiNcJ,Fully Allocated,158.2940,0.0000
1F5tVgSpmScoXfRVKDuKbJaWTZKRWU1RV63wvDYVk9wbJ,Fully Allocated,158.2930,0.0000
12mmYTGudyQj7WxXtwjpbCC7qxErtzSjDqmPJfxS9hip9,Fully Allocated,158.2940,0.0000
146ghjE6UGG6nMZ8Tr7DmAL17hajQTwT2QMQQc5QzGJtp,Fully Allocated,158.2940,0.0000
1Aadh4ywfbf1UrEkXotXazFBQKHdDxwchrUgL4mRccUNL,Fully Allocated,158.2940,0.0000
1QHqdauBq6HRD4v2mNwsRHvdC4VcuxFG2oduE232oxod,Fully Allocated,158.2940,0.0000
12w5j6vR7uXpxoMkfhS399J2Gke6dT8HbrXhN9jT1Jgz1,Fully Allocated,158.2940,0.0000
12TdzRUFLcVwxepvgtDHQya4nzjrZKaXXPFcVN9j91MfW,Fully Allocated,158.2940,0.0000
1KxMQSrhMSU2VzHSWqzFLw1K5oLBw4hmUjW4dHxj8z4Y,Fully Allocated,158.2940,0.0000
183o9whViuxcx5j1hbwdeyhH4qmwfiniGAJDnMGJ3MZoc,Fully Allocated,158.2940,0.0000
1A4tL8sPNzcF5NMyVLuMuyQZTa6QyVpkXw2rHJvuSp55X,Fully Allocated,158.2940,0.0000
18uQD8FnpApTiXzvx3red19PnKB24fHUyvWigwfCKSdHK,Fully Allocated,158.2940,0.0000
1Bz1S1tvV6rCbKcFzjGbafw8v8ymmirAyXDx93v7Vm5Ns,Fully Allocated,158.2940,0.0000
1GXWH48hQagGv5b3ncoknZaHUPZsXknFbCnbhuWe5xTP8,Fully Allocated,158.2940,0.0000
1CUpWqZvZVykDexymLvRyiCBPFeN12oLDMybg59Ajw2GA,Fully Allocated,158.2940,0.0000
1YvtiSv33ogutEPb6iMVGxZsSEmi7sbSqdRJfxvm6eUW,Fully Allocated,158.2940,0.0000
1BKAHwHshcT68Sd974XkAMoqoACk7Lt7gE7gQcU1WMDEs,Fully Allocated,158.2940,0.0000
1ACHMGSjTMnLTWepBEB1aowVrwjhXKCDLr5K6LD65dcvm,Fully Allocated,158.2940,0.0000
18CZ8E1NVP4fJwKXAHxhKNnH8nw2NqbLT9dzxu8UM4yA8,Fully Allocated,158.2940,0.0000
1F1bX5RtQFYwwKiLXhzemuA1pLZyMvZtV83Ui5s9SudLK,Fully Allocated,158.2940,0.0000
1Hd3kqURhPG47iyiKk1Km8kZxdYiF4o5pZa5DUPCE6QmL,Fully Allocated,158.2940,0.0000
1HU567nMqMDBaYfvGJTUc8M7iNNdf4vZP38wD8seH7moH,Fully Allocated,158.2940,0.0000
1BSGr3jqQfmZQqDAP9hryzMMcMy8Qk5FsTcLxsu3M4erc,Fully Allocated,158.2940,0.0000
1FdixHLsNze9JvRwSB9GqLYByWxKLfyzyp9hmufUxJoZk,Fully Allocated,158.2940,0.0000
1EWPDFUhuHzsQkGQeXU6JU2yirSiZyELSBdqKQMAM7t8F,Fully Allocated,158.2940,0.0000
15Q3eDSSgQYT4p58kxbW6jURiFqFqLonzaJ9p4zkECAyG,Fully Allocated,158.2940,0.0000
1AQwQWBsqPxmujLuKhFXKG4xDafsNJBTJR7KUNJcdTiSD,Fully Allocated,158.2940,0.0000
1A198v5yoLsQvrVQAUDhydd8UbFRFpGtKiTyonLxM9Xza,Fully Allocated,158.2940,0.0000
1EHBZ1Dn4YYFQbBbnjUnJSE6VmTzi4LTZw9iUy9ZtHeP7,Fully Allocated,158.2940,0.0000
1EkXwB9s8EwghrgaDQrrnRycc54R61LHBqyQBp8c5j5P3,Fully Allocated,158.2940,0.0000
1FqdSB3zS6U2ZVY8RbuvHiguMDwopXa5VH6y1jUhuvLFd,Fully Allocated,158.2940,0.0000
19CVqcrV5ewZ9QioM541tTeWpswwLNoK3SAtNYdsCvRXS,No Purchase,0.0000,158.2941
13EVCw8iT3MdTsTYrZmqCfw8Z3UbugbE5b9LVRjcdc6JE,Fully Allocated,158.2940,0.0000
18ad8R8RJpyWQuo55nbMFUWdqZUD85ZEPXbmn1BfBKbts,Fully Allocated,158.2940,0.0000
1J4G6FUU9Y3dtWNqShGk5zcUY6Etct6RQriUNWTcAgQo9,Under Bought,46.8500,111.4441
16yPrBFFaJKL99uYiTAFRf8HwsvuGgi9JidzNK5vp4hDR,Fully Allocated,158.2940,0.0000
1EK75jKyMp7BDPD1BSyvZzYyeR4PJJ8dNT3vSHHBKqHXz,Fully Allocated,158.2940,0.0000
1GbXxsJajsXFDUAPcCiaTrYVxfdqLxR37boTDEbf2iXg6,Fully Allocated,158.2940,0.0000
1DkrHsyKeg39XTQpSNucARLURQbJwkoCBhmpi9RipXkkk,Fully Allocated,158.2940,0.0000
1Bx3C315mwbS88i5dnYeFCWRi8mYFAWCtF6J1yZtkukhX,Fully Allocated,158.2940,0.0000
19H1h6smw3NtQFjBj4Vycc2rQAq4MQbPW854ZtjmCV3um,Fully Allocated,158.2940,0.0000
168tuxsUvy1sbtbWupW3sVqhoDgQGGHka5E8myD568ZbS,Fully Allocated,158.2940,0.0000
19P5mf2XkwhA98qa6fiSsrmYr11zFNDuh3FWFmwZBY16Q,Under Bought,67.8024,90.4917
15tQpWQH94d3PUWtULtLse5S7gbHUQ4VWYwRP5dJ6QUyu,Under Bought,151.3048,6.9893
13AQyjtEG73bQ37QsgsqA6vub4ggYX7KUeK9Q2KrHVCgm,Fully Allocated,158.2940,0.0000
12adiTUruSKGimkxqr9o3EzNqedwH2rkVRXRr894E2uVq,Fully Allocated,158.2940,0.0000
1J7dWEhUCihFEBt9BLJZ8WPU4knUuTCehmSRRiyX77Xnu,No Purchase,0.0000,158.2941
1CeQaJ2tqttqrxK2X9Tqw8Hs9ieiLpsG6Rsaruy3Ppt7E,Fully Allocated,35.9758,0.0000
1Chzy1hKpv82gcLfkbixWeLxgX6RweJnJXLvvi444CuL4,Under Bought,19.6268,16.3491
1FezRTKvKhVDkNSAyFpVRznQqoPDx6SadXrL3wMbSqMp,Fully Allocated,35.9758,0.0000
1D5v8uAcj1A1QnSh7u7dt1A7jNKgb4NojEJouBKvJydYn,No Purchase,0.0000,35.9759
1Fv1xViMZ3DoMUgW7z4uxLuR4ayqgSNvr4VctYwhet6U5,No Purchase,0.0000,35.9759
13KhPN2vdnfeynFuB4ngfcKVceoF5uxQ9x8QxtHCsmZ2c,No Purchase,0.0000,35.9759
1FBxoxC1EL9oRJDr8XhBVkz51EuQjcwiQL4x7HEtrQeAP,No Purchase,0.0000,35.9759
1VboPXehgJfCReiYZvvRWqbWy1dKTM8WmDB1rx5ekxu9,No Purchase,0.0000,35.9759
1CGVV2ZVxvE5KBFXfyHVRTw5dTjtAtv6JkY2tHFD6nxqd,Fully Allocated,35.9758,0.0000
1HhARgUmMwjs4Tya54LFX5mf8Ai2nYi28TUeGazuLFNhE,Fully Allocated,35.9758,0.0000
1vskqp9to6TMAhvonV1kAGr6g16uGT2DMQRhCrqtwMjG,No Purchase,0.0000,35.9759
19VWWwhxhbb23RqhgYZQh5WntCrXQbZNqzH9rPJwk71Vm,Fully Allocated,35.9758,0.0000
19892hLqHbxhH3V7zLt6TnEXdqV7nQEgn7GegQ13Jbqqb,Fully Allocated,35.9758,0.0000
19rzedX66Z3ZzHbqXuPHbD93YEoTHmZLAREjjzockRHLW,Fully Allocated,35.9758,0.0000
16E4MuD6GuLFbA3yzpfv67z3FqPqsGjkegSzsUF5wuDhQ,Fully Allocated,35.9758,0.0000
168S4LtH1g47xXe4a2fDnLzjFTKTNEthCuZ76CecsMTx9,No Purchase,0.0000,35.9759
17CsnwoFnxrxPAo5VzGUX2de5BKaZrWVJdpr81vfFPt1c,Fully Allocated,35.9758,0.0000
1BeLfQnF7B4kZPgd8jD764ADKZgQ5z8AdU83XVHhPUqSM,Fully Allocated,35.9758,0.0000
1DutVxHfBAvUw5NimtNgXG3TwPQAkohne2PFpmZpmATaG,Fully Allocated,35.9758,0.0000
14RZzaEu31DqtzQrY4wRaEVjxGhsdoAcBDsDpKLPDSGpP,Fully Allocated,35.9758,0.0000
1F3NE7NzHwAxCFDUnVLMgDppy6EHmwAgLvQ8fY1SqgpMG,Fully Allocated,35.9759,0.0000
12Q14G6NdTraDLP8YPprm5hXn2fu9aNPdmNRw9LgDQ8zv,Fully Allocated,35.9758,0.0000
1CKPpNYX3erwTVgcaTJJs2Nuo5MdaEmszzcrLtb91pbDe,No Purchase,0.0000,35.9759
1HVh9bYAcr39eZxd89mUxaqPTdCxTDWV2FBqBJbMgnN99,Fully Allocated,35.9758,0.0000
164gXLUMYX6RZBTLB9rdrYwn9o9n9LUjqnQgtiThPKo18,Fully Allocated,35.9758,0.0000
138Ae2xXSPadUDABfFqSQh2ajFghqxPmMAK3yjbvUZ2Co,Fully Allocated,35.9758,0.0000
1ARwVtz56ZhpMKNaw3jXz6EF6h9QTbnicGH25NVxY56tf,Fully Allocated,35.9758,0.0000
18zhNamtJhmbv3VsAVL7Jj16VnPGneNTrUrrFeR5eAUB9,Fully Allocated,35.9758,0.0000
1BEiUZmgkn3ABiVFVR6YVbnJfqW6MhjtDbuNYijjUrzkS,Fully Allocated,35.9758,0.0000
1DSc2gWcbryonVj2NKTS1RNruqUd2Z5ssfERV1PLbSG35,Fully Allocated,35.9758,0.0000
1EwnZ2x1in7uUcujAfAwbdZwpGkAnA8aYMCTB6WBF8Qbm,Fully Allocated,35.9758,0.0000
185jjt5WLnxSWX6tFJqaxnqjgRZdYeoSaZSPhUWG5HHuR,Fully Allocated,35.9758,0.0000
1Epk5Kt7XaFQRnUJnRgq4G7HzztcbZ5SQdCrjCxq8DoF3,Fully Allocated,35.9758,0.0000
1FsBEHZvxjU7yBbfsjZomeHHFTDrdMnKuFp1sVNremL3V,Fully Allocated,35.9758,0.0000
18TY1pP2QtbHRZzQNMuUW6dqjEcFy5YrBUszZ6oAqX5pG,Fully Allocated,35.9758,0.0000
1HhWohD4fM389AEq7pHNZM6zBYWuBaGutVsKM96CGzNyZ,Fully Allocated,35.9758,0.0000
1APvdDuaaJcocqSSq3gLBor5tNP5JDkTg4VjhqT9yzeda,Fully Allocated,35.9758,0.0000
17Dc5aA9XBaL1eAJW7FKRc3sHrVZK2mVAfrhevvLPjCZN,Fully Allocated,35.9758,0.0000
17aruf6WRTrJD3XfG9SNqTHDb7hjcy8r2LY2FQSc165bm,Fully Allocated,35.9758,0.0000
12NJogtbBM3HmvQGTCYDmBVWz317LpRSjsUTN1PrNFtau,Fully Allocated,35.9758,0.0000
18A4vpusDFogQtQaV6oSkfYFB1YkwDni1ZH1nffC7VvCt,Under Bought,7.8893,28.0866
1C6Xm1w9bgWMT4xY7XqZWtEsqQFqewedLhd11m2Y8DAQ,Fully Allocated,35.9758,0.0000
1J4axTttiPZWWR6fptXCp56uDutNQpLakpycj4XpxUJxK,Fully Allocated,35.9758,0.0000
1FKs8jcWGRyYDVFk9iGqxfKXLmWxaXueqZpcbz3VTeroE,Fully Allocated,35.9758,0.0000
17RBkHizTXHqWedG8GUVdVcmxRN6ziBhpWXQVWUQQYZfL,Fully Allocated,35.9758,0.0000
18hjTXpj9mFdBSbKV9Xqnuhf815axYjiEA9nHwLg1smmc,Fully Allocated,35.9758,0.0000
16yDqBSNSXNW2ZaDyTMccwAFUbXGz8DM3jSqMjY1drLPi,Fully Allocated,35.9758,0.0000
12VZgjVziugPKZJeqgLd285JnsMKpTUPhufKrsU5G3Cpv,Fully Allocated,35.9758,0.0000
168KnzP61YMxBDW5noeFZhoxtfwcEFRACZ72RT9RUgRm2,No Purchase,0.0000,35.9759
1HF7wKXwUwUqXrQeEq7KCkjb3U2hoayHonNaNeHAyn7c7,Fully Allocated,35.9758,0.0000
148GgppJyB3gjUFKAbSt38hR6tyFyeXs6RhHLp1nK34sQ,Fully Allocated,35.9758,0.0000
16hMRNYveCxC8UStARoDK9WoqLweQEMsz1Rwhg3wr2eij,Fully Allocated,35.9758,0.0000
13uEjuAyu1tWFQs1j7cPhhYiVSVk4qNGATKiZQVQuxsUF,Fully Allocated,35.9758,0.0000
12gPxNTJNSyvdkNjbR3M9d1Ka1P72nMQZWuEMCDFLm8RT,Fully Allocated,35.9758,0.0000
1CHw4aB53va2BC1GCgf9HCmVwvmD8mTKUyiSvbqi3SUdJ,Fully Allocated,35.9758,0.0000
12pRrKwV6dhvUVzH8wLwdBsq8ubzYACQBcbqgSi4j8bWE,Fully Allocated,35.9758,0.0000
14ydZrPLTMfjXXHC1PE5mRF8wCgjNpE9ut2yzKWFj58s5,Fully Allocated,35.9758,0.0000
1GLpmRWy7K7U8Vj9caznXHf11Bhdmjg9DKny48q2DS1qg,Fully Allocated,35.9758,0.0000
1EmELXaYrB6nXRz7QSo8tC7RtomgqcEjFMFswxpSaSo1v,Fully Allocated,35.9758,0.0000
1bqCLAQy2cxva2WbWK4fkWqwyWmAZxpg6GRQqWbhiGPv,Fully Allocated,35.9758,0.0000
1HBJg8a6qiAqdrXhYGrSZ5iNVacMBaL6Q93aZ7qF1rtEM,Fully Allocated,35.9758,0.0000
15hUPGJP2xA24M1fXbE3SqiXE2623D44C9CFGdLpFijyo,Fully Allocated,35.9758,0.0000
1BS4MCPPf8QoSJChfh1UyysSPw7VGktxqMcnTnRfGh5F8,Fully Allocated,35.9758,0.0000
1BpZrxALrax1Su7xrWmXz5QajxaGwUnXfnch319sqUfb3,Fully Allocated,35.9758,0.0000
1AgCY4Yj3DtAZ2527r5nLeeaks4pvUY6AFQgzAW83pYj2,Fully Allocated,35.9700,0.0000
17GLkR5Y42CTqPpbUYHeksY8hCPGJsgeMbQ8tKMyWxu2L,Fully Allocated,35.0000,0.0000
1HmYFRxKmzzVJdGQfoh8RKbSRxguoawGcpui1Uf4WpbRh,Fully Allocated,35.9758,0.0000
19DK1yZaKzLnuH8jFoWHEyfpEoQDaR2NPiQk1g1ojH4gS,Fully Allocated,35.9758,0.0000
1CD42x11sZiSWmq7vto8WPgrC3Poc1c4pn6ThSe8BrtFb,Fully Allocated,35.9758,0.0000
14txU6Y6mt6phfGGHsZicf5zSrDFifJYyrLqP5x1WU7qy,Fully Allocated,35.9758,0.0000
1Cn4ZPuv9WT62joMfCugS5SnJShsRH7jCZiLbbHuDf1sn,No Purchase,0.0000,35.9759
12zmYs3ucvwu46b8KUnBHfqCu1nW5TtFRVzmVEaivu59p,Fully Allocated,35.9758,0.0000
1F5r6EpMVCXL7ZkYjrmytk7Ruri7Cg24J8Q9q6n2SrF5z,Fully Allocated,35.9758,0.0000
1CCPrasiXwb8e2wXebUgKgWL7TW9DpFh8aCNAMnBrW3WU,Fully Allocated,35.9758,0.0000
12mTJC1zqoTuaphMM8wkH9sMoXeYjpUiPxGN7JzaYZEpY,Fully Allocated,35.9758,0.0000
16BihMoWbvisRDxuD9rr92qD1iqo2dDYKYNsVjyB3adj4,Fully Allocated,35.9758,0.0000
1ArzwP35qdza691L6jrL6cZBBvqsGiYJNDXtai9bBqmjf,Fully Allocated,35.9758,0.0000
1MvxsDkBLBecJYHJavPom7X12pBEXmyYmNnzN7esvFZH,No Purchase,0.0000,35.9759
18da13hz9fbCLbmYt7mbihVBU3ZUwQcUuSd9jHTAceBmd,No Purchase,0.0000,35.9759
1Exeu1TC8DQsLb5neGJCiytTZnYJ77sw6grhAyHki38u2,Fully Allocated,35.9758,0.0000
18T4YyCc967Q1Fvjibx4YwMdwze2Z5fXAtaQ7sMTsKR3J,Fully Allocated,35.9758,0.0000
17MXcooHYdN1LwDA8nSwWxcDCbTDrEFCGuTgDL3zNDeST,Fully Allocated,35.9759,0.0000
18RiWpCpD8yNjFnwYJLv982UANKub7M9VEAY1CrCoFvJz,Fully Allocated,35.9758,0.0000
12NMchEeJiPmezUgypvftaTacWvp8sA2WVGQYPm2FpwLn,Fully Allocated,35.9000,0.0000
1BCSzVfq5Bx7RhvaZy2RxLcqYBCakjA4r4DSfmT3tHQrP,Fully Allocated,35.9758,0.0000
1MGaKzz9x59bMig5WDJUWuXqU1VbLcUwH7MVPbSF87o1,Fully Allocated,35.9758,0.0000
14LruVLYkxtJ5dXhZ2V5wP3UMS83LwhdBkRj627vqYNVF,Fully Allocated,35.9758,0.0000
1H6CPpiaGr29R3huu1A7mKNqH2hFDn2SPKkt3EyJkoV97,Fully Allocated,35.9758,0.0000
1AR2EAKr9CHupEk56CFoQiTA6AYT32RU8866ZdtMq4cj3,Fully Allocated,35.9758,0.0000
19pjsGUCXwDjyE9nbPYovZ3TLZ4ekcN3hGSrMz5bAaiNP,Fully Allocated,35.9000,0.0000
13mh87S1LjVe4CNZtgm952ewdMTEvJTzUqKu5TUzM41hh,Fully Allocated,35.9000,0.0000
1HMUSizjyudmqt8byrbadnZzD8GQz34S5HYA58gbZgmTv,Fully Allocated,35.9758,0.0000
1J5dHZ2tPPhdzzBfGBHTzcHULzDBLnXZ8JcJ43SRY33cD,Fully Allocated,35.9759,0.0000
17qVTfZM1aa6aSUZwrCSXzx4yw3AgQJjt7YepJ1mtdTMb,Fully Allocated,35.9758,0.0000
1bgZqiRYX7cRC28Mn3jqUYsUGRV5UxDaSpPLXUSWXB8N,Fully Allocated,35.9758,0.0000
14oCSxv9MVu2V2iskoM9WnD5q4MjSM6UMbjbdjSgNQ2pn,Fully Allocated,35.9758,0.0000
1Ajmf3x5CLuDYay7evd4QENF9WbECc3ziihL9qf4j8GBk,Fully Allocated,35.9758,0.0000
1567SxpLT4jd9FuZVrBgVWasJb5b8mFVWgNkJ95e27wRS,Fully Allocated,35.9758,0.0000
1Eb9FDE76HhkCa8hPHZUyoYoYJrUPPaPxz9KzwSh2g42Z,Fully Allocated,35.9758,0.0000
18uKp3Uq11jZrPLw6rUXT5hJpsWHV827vGFEhvDikYjdK,Fully Allocated,35.9000,0.0000
125ydoZ2V6c8cGnibyqPvXauWsSmdLAyY9NfGse1GBi72,Fully Allocated,35.9758,0.0000
15AcoJ8TeaUYV2xjjE8eQmJSZvmJbFmsSJpcAP8Hjube4,Fully Allocated,35.9758,0.0000
19GakrQbMiJ8MiJEMJRiDKNrnLvMmKMnzA5Fko9a3PFpd,Fully Allocated,35.9758,0.0000
1AzDHQctftGtQZU2YzSqoxa5857FWP7FM7LUPP3ZYVVsR,Fully Allocated,35.9758,0.0000
1AcBGnrSHtcg1nqYKcEdDsVv67EYy15LLsGVPpf8Yt5z2,Fully Allocated,35.9758,0.0000
12cRrvQpfxd4EwxarbtD2xraNEBNVKewgnuSi1iezVpQm,Fully Allocated,35.9758,0.0000
15jh5PSSHwSG1wqPjNupVTPXe9t62bHG4qUf3k32EtxVC,Fully Allocated,35.9758,0.0000
1AFhUG1kBphvjifx2rdqUDoNNhEsDJrcwDVEZdcfMPsrk,Fully Allocated,35.9758,0.0000
19xqKhLxv8KzC3CyCbw4A5JmkAkRC42b5uhLFA9EH3QAU,Fully Allocated,35.9758,0.0000
1GgGrrigxGRL6sWhzpm9kzhqA1gNGYW5kAZWSKkphn6Pi,Fully Allocated,35.9758,0.0000
1Fwc1QPmW4RTvTESN3pnge5eMrADF8KWn97DuMYwfRyrn,Fully Allocated,35.9758,0.0000
19S91e4bTi2WgfWsx3pNtiSYfvikJfcvn1dC4xqyhiwqQ,Fully Allocated,35.9758,0.0000
1FVd5C79xpgEUiEfBHJM9b6vQojyh7Y36U5HE84kxGmwU,Fully Allocated,35.9758,0.0000
169CH6Z29GiW3a61Cywy37pDh68pz2LQVW4SLLM4jUp4b,Fully Allocated,35.9758,0.0000
1AccNL5p1hJq13Kz4NAGCoNvBPnNUZqAbVVjR2ruqpeSH,Fully Allocated,35.9758,0.0000
14P7S6yaoyrPqudTeEkrrZcCrZMJ568qjztrBN54sqjmK,Fully Allocated,35.9750,0.0000
1GGdLZdydpQE4VXNuHpK6gc6EqMVviVKf7133bdsX6zkQ,Fully Allocated,35.9758,0.0000
1HqurFBKVBZe4EUcDgmAXJfFHjK2GyDYSK1Y5yoArnpXp,Fully Allocated,35.9758,0.0000
1EkbdGUhHFyM44tXyPdCo1cYsu3PqGWM3vvVYmoBdf3QD,Fully Allocated,35.9758,0.0000
197wv7pkZ3jCq3e7B6DVdSDctrqWKpcK4AzaB6mgJinVe,Fully Allocated,34.9870,0.0000
1AWLhHWhwV1D1anBMMDTRiBsgX3FV3818Ge7rMxHEBPvG,Fully Allocated,35.9758,0.0000
1EGfM9Loo6ywkJwr8wwKq854PnR2WjZWLpDZYvjoKX8GR,Fully Allocated,35.9758,0.0000
1HZpLsbmgeC8apBZnxAwNVU7hP9vTGaSyiWQWUoyNgZ17,Fully Allocated,35.9758,0.0000
15wgcQY4yRgiBAMSa4B6uVPRfXQiUrzkkrgifGLntwDDY,Fully Allocated,35.9758,0.0000
12EjRKb4x4WKrgJRr2kL8EgfvX4uv6Uo5WgEPKDadwXmn,Fully Allocated,35.9758,0.0000
1CQZpdjPHNZn26ewxA51T9k1axkHgznDZUbTHwbhxmBGR,Fully Allocated,35.9758,0.0000
1A2WJDECAscUdo8sKGwp1BhzAu93sRWiwDYkhdZDXPYch,Fully Allocated,35.9758,0.0000
185NNAhNs9xGLGcr1dmXqR42PAcRko14dS4tk4u2scCMi,Fully Allocated,35.9758,0.0000
1Bmcuba95McwVfhFybr88shsxRf2nG6TMMXfHcvNC11CE,No Purchase,0.0000,35.9759
1JDXnRhtQFcXufeiqppfKZdqkLRGowW6QFM25bbRgBxGN,Fully Allocated,35.9758,0.0000
12A2mT1Q5jaVMm8iXm3se5JxvEvrbT6CzFBEVz3Lhuntx,Fully Allocated,35.9758,0.0000
1Dq4zBJxqSQVUvRxTBe3jWLANkGuwpqcLmu3wbrSNRcdJ,Fully Allocated,35.9758,0.0000
18DToAkqpSKA29cSCsGk4LbK7aeSxXzuk4toUcT4NfaQL,No Purchase,0.0000,35.9759
12c4FPU7gkyKS1NQf1GcfyFN6FboTkcJKR7MG5EXnAShK,No Purchase,0.0000,35.9759
1BjwWZEFaWYD9HLyNASTiVZD1ct4Z75Fpv8oGW7C9BWjz,No Purchase,0.0000,35.9759
1D6YurQLDMHmtAoxAR4pkd4Mck4G6m9xZiQgPJ7hXE9zu,Fully Allocated,35.9758,0.0000
1BEeTb2x29odR1cA1uqd8py6p5fhsnXFKXCUivY7iCvra,Fully Allocated,35.9758,0.0000
14MoE6meZ3RsXX6nqwwDHSBBKu1PWEJ53Uu723pCrSEBH,Fully Allocated,35.9758,0.0000
1Dno7uCcdFL1eKrvxeqn5vz1xmUJb43dkMj3gRfu2WQa2,Fully Allocated,35.9758,0.0000
15spRKhscieX4y9JT4vHdrX4Gam9T3QdMED3acJ4Cp97K,Fully Allocated,35.9758,0.0000
17fBedD5VTyALy51zH7VnUTMawXkZbi3SifQ9iZJBWWqS,Under Bought,30.0000,5.9759
14Ny7RFJf3qpUHL5YcueW1KR4PBsoezFP5ECJ1hHBPsWk,Fully Allocated,35.9758,0.0000
1CQA55HoJLJGrNsqMbrYLsssFaYKDkY3Qv77r67Po7UcJ,Fully Allocated,35.9758,0.0000
1AaKqXQwwsVpCMBmWqBN5AtZ6QTY52DUsQoTuGYUnaor8,Fully Allocated,35.9758,0.0000
1AzCPFc6p67VhW4Z58ZDkweRi4979QN3Pr67zfPM5XwjM,Fully Allocated,35.9758,0.0000
19m5PX9LTjgijDhQnZYc7rJwBbKXJSQCyvQAnTRhsVeCK,Under Bought,15.0000,20.9759
16AHBTxuhfE3zLLwvV7RnKuUKEjXumrmZBQc8HvhqoyRD,Fully Allocated,647.5666,0.0000
1HCzJ2fcPBZ5YxM3syu8oiaod6BzW8mpmD1tWQaFWvzcT,Fully Allocated,647.5666,0.0000
19QmFi8ggDQHefd8SDLkjV8itSLF4TR2NFW4Nd3VTzpqP,No Purchase,0.0000,647.5667
1G848nkGy8mR8hGNJS17dRrgDdoSpJfoqwCv5MhwDZK7W,Fully Allocated,647.5666,0.0000
13WAiQscgiCbExgVrgaef5wH17YNguwwqumniyXZRuVF8,Fully Allocated,647.5666,0.0000
19fCjH6Y8XNUqJrUajrnE1PajykiexpJ5LXQ7gacpZ4nL,Fully Allocated,647.5666,0.0000
17EPhGfRhHSKHCbhWS9eiGyCr7aWHRsu1VaXKuaZXPN3X,Fully Allocated,647.5666,0.0000
129BUyGDVQKVZCkNngP9CibBcoj6hxuDJFWsqptXqWHGB,Fully Allocated,647.5666,0.0000
112JFyGvRUMdCTGGPGeheYEiXrZoq4mzHRHt75FVk3qxM,Fully Allocated,647.5666,0.0000
1dQtjC5t1cRAhxa8qKfY4mYWb9umHioGXUjaNUYzQsWD,Fully Allocated,647.5666,0.0000
13JVFsTWQXNLqGRGJebBNvNxeBp9fpyeTkYocB19Rmaj4,No Purchase,0.0000,647.5667
163wcb6UWRKgbrm5Cpjw9BkRUK4WJryyukjoKgtgRmzex,Fully Allocated,647.5666,0.0000
12dsw3dsWgGkXqwUm7AuSysGenAaWAyHvKLgRzW5rNUBu,Fully Allocated,647.5498,0.0000
1EahY1PwdRqZQgjZNr42gonMg4Wzi8C7HiB4dUsP4T9Wt,Under Bought,12.4000,635.1667
1FYEqSw7hoCHhEFkKBk8vTrHTXHzWQnUdhLG7g76VpXm5,Fully Allocated,647.5666,0.0000
139JFSptJf4GW3DoMidPLc4o814UB15eK5wNyWNcwm7nc,Fully Allocated,647.5666,0.0000
18y1b9xZ4DY1XeJiZMkRvgRMGK4gBaBNaU6ZB5xw3Ryok,Fully Allocated,647.5666,0.0000
1EZta8YqNEknUjsVsT8zyV2uuvRZsfXnQoJPA5oXBLeki,Fully Allocated,647.5666,0.0000
1FR9LEURL93N1DYNpBmrMuPpVBDhSQLiSZamMam8gb5vB,Fully Allocated,647.5666,0.0000
1FH7A56fJkuN2TnWnPJ4ZnFAef5urcRA4J2fVDauFEikx,No Purchase,0.0000,647.5667
165cxwrGAXrw8yYLPry3T9K1XDX84CLRAh9ZA1LpH26TP,Fully Allocated,647.5666,0.0000
1DauvoUyJCNdT9fZbrhEQrpy2iBUnuaDVvqhNiTuor2oN,No Purchase,0.0000,647.5667
